review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_user_0011_habit_00_sensitive_one_off_no_memory_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_edb01eaef4fbb4cd,user_0011_habit_00_sensitive_one_off_no_memory_p00_direct_use__balanced_v03__unseen_paraphrase,user_0011,dev,direct_use,privacy_consent,unseen_paraphrase,Answer a later unrelated request without turning a past sensitive one-off into personalization.,"[{""choice_id"": ""A"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""B"", ""text"": ""Personalize future answers using the sensitive one-off trait.""}, {""choice_id"": ""C"", ""text"": ""Use ordinary workflow habits when they are supported.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0011_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0011_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0011_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""For this one message, help me phrase a note about a medical appointment."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0011_s0041"", ""session_index"": 41, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""For this one message, help me phrase a note about a medical appointment."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}]",pass,,
review_user_0011_habit_01_confirm_before_commit_p02_exception__balanced_v03,balanced_v03_probe_3121571518594d1d,user_0011_habit_01_confirm_before_commit_p02_exception__balanced_v03,user_0011,dev,exception,risk_threshold,original_balanced,Draft an email but do not send it.,"[{""choice_id"": ""A"", ""text"": ""Return the comparison or draft; do not ask for confirmation yet.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}]",A,apply_exception,"[{""session_id"": ""user_0011_s0036"", ""session_index"": 36, ""signal_type"": ""exception"", ""domain"": ""commitment"", ""user"": ""Draft an email but do not send it."", ""assistant"": ""Return the comparison or draft; do not ask for confirmation yet.""}]",pass,,
review_user_0012_habit_00_confirm_before_commit_p00_direct_use__balanced_v03,balanced_v03_probe_60e3b2310eae1d48,user_0012_habit_00_confirm_before_commit_p00_direct_use__balanced_v03,user_0012,test,direct_use,risk_threshold,original_balanced,The user asks the assistant to handle a booking-like or submission-like task after comparing options.,"[{""choice_id"": ""A"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""B"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""C"", ""text"": ""Provide the draft/recommendation without unnecessary confirmation friction.""}, {""choice_id"": ""D"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0012_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0012_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0012_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0012_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Draft the reply first. I want to approve before it is sent."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}]",pass,,
review_user_0012_habit_00_confirm_before_commit_p02_exception__balanced_v03,balanced_v03_probe_ad77212dff9a9b65,user_0012_habit_00_confirm_before_commit_p02_exception__balanced_v03,user_0012,test,exception,risk_threshold,original_balanced,Draft an email but do not send it.,"[{""choice_id"": ""A"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""B"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}, {""choice_id"": ""C"", ""text"": ""Return the comparison or draft; do not ask for confirmation yet.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",C,apply_exception,"[{""session_id"": ""user_0012_s0047"", ""session_index"": 47, ""signal_type"": ""exception"", ""domain"": ""commitment"", ""user"": ""Draft an email but do not send it."", ""assistant"": ""Return the comparison or draft; do not ask for confirmation yet.""}]",pass,,
review_user_0014_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_7a6cc32724a93c81,user_0014_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,user_0014,test,direct_use,drift_seasonality,unseen_paraphrase,Recommend work equipment after the user's recent pattern shifted away from cheapest-possible picks.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""C"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0014_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0014_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03,balanced_v03_probe_d0b6f9c8ebefdf8d,user_0014_habit_00_budget_drift_from_low_to_quality_p01_boundary__balanced_v03,user_0014,test,boundary,drift_seasonality,original_balanced,Choose a disposable item for a one-off workshop.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""C"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""D"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0014_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0014_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0014_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,balanced_v03_probe_150f84a76c30742d,user_0014_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,user_0014,test,exception,drift_seasonality,original_balanced,Pick disposable supplies for a one-time event.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""C"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",C,apply_exception,"[{""session_id"": ""user_0014_s0032"", ""session_index"": 32, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0014_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,balanced_v03_probe_35233d4cd0c70461,user_0014_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03__unseen_paraphrase,user_0014,test,drift,drift_seasonality,unseen_paraphrase,"Given the user's latest work-gear feedback, choose the current default purchase style.","[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""C"", ""text"": ""The budget option is the best fit if price is the priority.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,use_latest_sustained_evidence,"[{""session_id"": ""user_0014_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0014_s0053"", ""session_index"": 53, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0014_s0056"", ""session_index"": 56, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0014_s0057"", ""session_index"": 57, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0014_habit_01_confirm_before_commit_p01_boundary__balanced_v03,balanced_v03_probe_6e7e8d0a3c878ab2,user_0014_habit_01_confirm_before_commit_p01_boundary__balanced_v03,user_0014,test,boundary,risk_threshold,original_balanced,Compare three possible appointment windows and summarize the tradeoffs.,"[{""choice_id"": ""A"", ""text"": ""Provide the draft/recommendation without unnecessary confirmation friction.""}, {""choice_id"": ""B"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0014_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Draft the reply first. I want to approve before it is sent."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0014_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Compare these appointment slots, but do not book anything without checking with me."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0014_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0014_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}]",pass,,
review_user_0015_habit_03_sensitive_one_off_no_memory_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_44fa06a4e7e4b209,user_0015_habit_03_sensitive_one_off_no_memory_p00_direct_use__explicit_retrieval__balanced_v03,user_0015,test,explicit_retrieval,privacy_consent,original_balanced,"What recurring preference has the user explicitly reinforced for sensitive health, finance, identity, or family facts mentioned once?","[{""choice_id"": ""A"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""B"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""C"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""D"", ""text"": ""Use a plausible but unsupported behavior.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0015_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""For this one message, help me phrase a note about a medical appointment."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0015_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""For this one message, help me phrase a note about a medical appointment."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0015_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0015_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}]",pass,,
review_user_0016_habit_00_fresh_sources_for_stakes_p02_exception__balanced_v03,balanced_v03_probe_e17d39b07ea767c1,user_0016_habit_00_fresh_sources_for_stakes_p02_exception__balanced_v03,user_0016,test,exception,tool_action,original_balanced,Give a timeless conceptual explanation of compound interest.,"[{""choice_id"": ""A"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Give the explanation without pretending a live lookup is required.""}, {""choice_id"": ""D"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}]",C,apply_exception,"[{""session_id"": ""user_0016_s0029"", ""session_index"": 29, ""signal_type"": ""exception"", ""domain"": ""news"", ""user"": ""Give a timeless conceptual explanation of compound interest."", ""assistant"": ""Give the explanation without pretending a live lookup is required.""}]",pass,,
review_user_0016_habit_01_code_risks_first_p02_exception__balanced_v03,balanced_v03_probe_f6b7eb76c69be648,user_0016_habit_01_code_risks_first_p02_exception__balanced_v03,user_0016,test,exception,coding_review,original_balanced,Teach a junior teammate how this authentication middleware works.,"[{""choice_id"": ""A"", ""text"": ""Explain the concept step by step before any patch.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""D"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}]",A,apply_exception,"[{""session_id"": ""user_0016_s0033"", ""session_index"": 33, ""signal_type"": ""exception"", ""domain"": ""code"", ""user"": ""Teach a junior teammate how this authentication middleware works."", ""assistant"": ""Explain the concept step by step before any patch.""}]",pass,,
review_user_0016_habit_01_code_risks_first_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_365d3d279cb37d22,user_0016_habit_01_code_risks_first_p02_exception__balanced_v03__unseen_paraphrase,user_0016,test,exception,coding_review,unseen_paraphrase,"Walk a junior teammate through how a middleware component works, assuming they are learning the idea.","[{""choice_id"": ""A"", ""text"": ""Explain the concept step by step before any patch.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""D"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}]",A,apply_exception,"[{""session_id"": ""user_0016_s0033"", ""session_index"": 33, ""signal_type"": ""exception"", ""domain"": ""code"", ""user"": ""Teach a junior teammate how this authentication middleware works."", ""assistant"": ""Explain the concept step by step before any patch.""}]",pass,,
review_user_0021_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03,balanced_v03_probe_593934de7b2f5b60,user_0021_habit_00_budget_drift_from_low_to_quality_p04_drift__balanced_v03,user_0021,dev,drift,drift_seasonality,original_balanced,Recommend default work equipment after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""B"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""The budget option is the best fit if price is the priority.""}]",A,use_latest_sustained_evidence,"[{""session_id"": ""user_0021_s0050"", ""session_index"": 50, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""The cheap equipment broke again; pick something durable this time."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0021_s0051"", ""session_index"": 51, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0021_s0055"", ""session_index"": 55, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}, {""session_id"": ""user_0021_s0057"", ""session_index"": 57, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0022_habit_02_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_df6789b6f4477057,user_0022_habit_02_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,user_0022,test,direct_use,meeting_prep,unseen_paraphrase,Shape raw notes for the user's recurring first-meeting-of-the-week team sync.,"[{""choice_id"": ""A"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""B"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""C"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""D"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0022_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0022_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0022_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0022_s0038"", ""session_index"": 38, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0023_habit_00_weekday_family_vegetarian_p00_direct_use__balanced_v03,balanced_v03_probe_29b48fcb075363a5,user_0023_habit_00_weekday_family_vegetarian_p00_direct_use__balanced_v03,user_0023,test,direct_use,content_constraints,original_balanced,Suggest a default Wednesday family dinner.,"[{""choice_id"": ""A"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""B"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""C"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0023_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Plan a quick Tuesday dinner for the family."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0023_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Need weekday meals the kids will actually eat."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0023_s0028"", ""session_index"": 28, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Need weekday meals the kids will actually eat."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0023_s0035"", ""session_index"": 35, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}]",pass,,
review_user_0024_habit_00_business_travel_early_buffer_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_2dd97fa164da4f60,user_0024_habit_00_business_travel_early_buffer_p00_direct_use__balanced_v03__unseen_paraphrase,user_0024,test,direct_use,planning_defaults,unseen_paraphrase,Choose the default outbound itinerary for a time-sensitive client visit.,"[{""choice_id"": ""A"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}, {""choice_id"": ""B"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Optimize for comfort and preference discovery instead of early business timing.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0024_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0024_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""Can you plan the outbound leg so I am not rushing into the meeting?"", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0024_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}, {""session_id"": ""user_0024_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""domain"": ""travel"", ""user"": ""For this work trip, choose timing that keeps the morning predictable."", ""assistant"": ""I would choose the early arrival and block a 90-minute buffer before the meeting.""}]",pass,,
review_user_0024_habit_00_business_travel_early_buffer_p02_exception__balanced_v03,balanced_v03_probe_46ce685bf2ca3f8e,user_0024_habit_00_business_travel_early_buffer_p02_exception__balanced_v03,user_0024,test,exception,planning_defaults,original_balanced,Plan a flexible vacation day with no fixed appointment.,"[{""choice_id"": ""A"", ""text"": ""Ask about leisure priorities; do not assume early flights.""}, {""choice_id"": ""B"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}]",A,apply_exception,"[{""session_id"": ""user_0024_s0054"", ""session_index"": 54, ""signal_type"": ""exception"", ""domain"": ""travel"", ""user"": ""Plan a flexible vacation day with no fixed appointment."", ""assistant"": ""Ask about leisure priorities; do not assume early flights.""}]",pass,,
