domain,conversation_id,cluster_id,quality_score,habit_tags_json,sanitized_task_preview
finance,acs-1f782430-2d4b-4377-b0c3-6f4a21063d47-1,1,0.531,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I MADE A PURCHASE OF $400 BUT IT SHOWS ME A $450 ON MY CREDIT CARD BILL THANK YOU SO MUCH
finance,acs-f70b944c-206e-4259-9eb5-ae3d6de284b2-1,8,0.599,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD
finance,acs-a694b18b-2985-4327-8031-05b3aa2ce473-1,6,0.4625,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",Hi I want to transfer money from [number] to [number]
finance,acs-832db474-04ff-40c1-b7e2-83b5ad4164f2-1,1,0.5873,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","I lost my credit card yes, i did it"
finance,acs-15961cea-0f61-4af0-b4a3-474c5a33b28b-1,5,0.6704,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",I WANT TRANSFER A MONEY TO ANOTHER ACCOUNT
finance,acs-864eebf1-0bd5-407e-892c-b3bb8633867f-1,27,0.6806,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want check my account balance I want check my orders Have a great day for you
finance,acs-d34bd767-960c-4a4d-a50e-65a19fb2ac6d-1,8,0.8002,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","some error on my credit card bill totaling can you check and reverse the excess amount charges nothing, you can end the chat now and do you have any low rate of interest for commercial (company's),do you have details ?"
finance,acs-38352a20-54eb-4d77-9e0f-6d4bfd6a3687-1,14,0.6048,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]","date is 10 th june, time is 2 pm and amount of charge is [number] dollars Hi Want to report an error in my credit card bill No thanks bye, thats it for now Rory"
finance,acs-cb4f946d-4ab6-4ae8-a48b-f9f37001b7ab-1,28,0.4887,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","182 SW. Gainsway Ave. Canton, GA [number]"
finance,acs-953b3e5b-5c1e-4c32-81a2-3ce9e02c39c3-1,21,0.7098,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","I would like to check my account balance Sam. Can you help me with that? Wow. Great! Thank you for your help, Sam. How do you do?"
finance,acs-dd33b6f8-4fd8-4a7e-a63d-3f6ec22297ca-1,7,0.6894,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","SOME ERROR IN CREDIT BILL NO-96/89 KOLAM ROAD,KL-65"
finance,acs-3ef040f3-2797-43c2-bde0-23da602fa71c-1,3,0.6077,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","ok, and also i want to know Ur bank's routing number hi, i want to check my account balance now ok, thank u very much, bye"
finance,acs-f25c8bb6-f6a0-4fc5-b58f-70007b24bb1b-1,18,0.4625,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","69 North County Drive Kearny, NJ [number] Riley Stout and [number]"
finance,acs-0699eed9-e806-4b8e-a04c-00d1a0fb888b-1,29,0.4617,"[""finance_minimal_pii_secure_verification""]","There is a commercial about 10% rate and I have a 15% rate, I was wondering if that rate is available to me. Thanks so much! I have one more question though. Ok, awesome! That's all then"
finance,acs-712705fd-25eb-478e-a1db-ef28d0c8e623-1,19,0.4742,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","74 North Lane Orange Park, FL [number]"
finance,acs-2be0ba1f-b4c2-46c3-ae58-c9ad4283d0fb-1,7,0.7506,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",need to tranfer the amount too..i need to order cheque leaf too need to check my balance need a check leaf too
finance,acs-f43673d5-c08f-41b4-900e-528a8ddb8543-1,1,0.3508,"[""finance_minimal_pii_secure_verification""]","NO-96 ROOT RAOD ,KL-87"
finance,acs-026ab604-5111-4e27-b7ad-3c2e75c68a94-1,1,0.5208,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i want transfer money from my account no thank you
finance,acs-c12ad441-fb9f-4750-8171-5192822ceaba-1,18,0.4494,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","[number] Oak Meadow Ave. Northbrook, IL [number]"
finance,acs-8031487f-67f8-42ea-a3b3-fcabf57b3c10-1,22,0.7025,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","sorry spencer. credit card was little wrong, credit carrd number [number]. Please block the card and re issue the same i lost my credit card on saturday yes police case filled spencer"
finance,acs-1db09ee6-e878-44eb-942b-416ec7d60b05-1,25,0.4727,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Hi.. Some charge debited from my credit card without reason ..so please remove that charge Camila Bruce and [number]
finance,acs-024b42c2-4794-4c8c-ab47-34ac6c254559-1,22,0.345,"[""finance_minimal_pii_secure_verification""]","41 Rockwell Road Grove City, OH [number]"
finance,acs-4b0605fd-4490-4d47-b313-3013bcf7f4ef-1,28,0.5742,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","182 SW. Gainsway Ave. Canton, GA [number]"
finance,acs-c35860a7-ff85-43ae-955a-2b7ffa0fdf21-1,20,0.4581,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","34 Newbridge Drive Lynchburg, VA [number] Kendall Townsend and [number]"
finance,acs-eed34349-e6fa-4bb8-826f-13d68cd10a90-1,5,0.6427,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","I would like to check my account balance. Can you help me with that? Great! thank you for your help, Riley. Have a nice day@"
finance,acs-3487cc88-9ec3-4dec-bb63-e10b013a5971-1,2,0.631,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",Report an error in my credit card bill and ask to have the charge removed thanks.my side over
finance,acs-728a432f-bbfd-437b-a150-ef4aff873349-1,8,0.5669,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill shows an error Thank you very much
finance,acs-ceb0ac3c-2378-45a0-9c82-170ab5476264-1,15,0.7302,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_credit_loan_cautious_no_commitment""]",sorry i lost my credit card in fire accident and forget that can i report file in police station? ok i need one more help
finance,acs-dcb54de4-0a76-4487-8f53-253f54501211-1,22,0.4902,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want transfer
finance,acs-8bd8ab9d-9364-4807-aa26-5e9030e3d88d-1,23,0.5267,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",i want remove wrong bill on my credit card can you help me thank you for your help
finance,acs-0de0effb-d463-4128-8236-f6684e16d7e7-1,19,0.5296,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want transfer some money my account to another account. Thanks for your information..Have a amazing day! Thanks for your support..
finance,acs-e7e6a0ab-23e6-4f2b-92a7-ca491f7685aa-1,3,0.4537,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",my last credit card bill was extra charged
finance,acs-1762669a-dba6-4e64-96ea-b5153d0f41ae-1,10,0.464,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","[number] 8th Ave. Des Moines, IA [number]"
finance,acs-95ce916f-05f0-4576-b68e-2221f5d80755-1,26,0.6456,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",SOME ERROR IN CREDIT BILL NO-96/78 HILL ROAD.GL-65
finance,acs-56bb79ec-ab23-4835-9b2f-b0d6a64c2d52-1,0,0.5304,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",hi..i want check my balance
finance,acs-7920b138-2ac2-4f8b-a64a-4ab7af33f043-1,16,0.8119,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_credit_loan_cautious_no_commitment"", ""finance_payment_status_latest_check""]","need to check my a/c balance,routing number and tranfer money to another a/c..could u? nothing..need to transfer the certain amount to another a/c-[number] just now checked..yes need routing number"
finance,acs-b5192152-cdf4-4851-bc9e-a1035f4e2441-1,14,0.5427,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill shows an error Thank you very much Thank you very much
finance,acs-04cdaa8d-0132-4e42-aadc-a5b58c5be0d1-1,17,0.3406,"[""finance_minimal_pii_secure_verification""]",I want to know company's lower rates that shows in a commercial are available?
finance,acs-166e31dc-96f5-4564-969b-e7194ded55b1-1,7,0.5719,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i want transfer money from my account thank you for your help this is correct
finance,acs-039f9c5c-3084-40ef-bcd2-646ef2d29708-1,13,0.5479,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Thank you very much [number] Carriage Court Wyandotte, MI [number]"
finance,acs-006ac9ae-fc9a-4617-9f4c-129d5a15f1ec-1,11,0.4246,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",THANK YOU SO MUCH NO - 86/12 RAJ ROAD CH - 45
finance,acs-346dea89-81b6-4886-9ee9-3e1c4a9512a0-1,16,0.634,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",Yes... Need to know about your company's new lower rates in a commercial SUITE 5A-[number] 799 E DRAGRAM TUCSON AZ [number] USA
finance,acs-29630bab-28e7-45c1-9df8-d6fc42657aec-1,14,0.3844,"[""finance_minimal_pii_secure_verification""]",My credit card bill shows an error Thank you very much Thank you very much
finance,acs-f41d32e3-c779-4af3-9958-81c64b718587-1,28,0.3698,"[""finance_minimal_pii_secure_verification""]","OK, you are cool Alex"
finance,acs-3486c0ba-3a0b-44a3-a56d-3a327b36aaa7-1,28,0.5602,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","Hello, Please help me to transfer money from my account to another From my account no [number] to other account no [number] Oh Great .. Thanks for your timely support"
finance,acs-b9c4ea48-b757-4cde-8c53-b5e09703ecf2-1,10,0.5202,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Can i check my account balance details? Oh nice! Thanks for your information.. Thanks for your information.
finance,acs-6b1a8340-c0e1-4ffa-873a-1d4383798552-1,25,0.6223,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",k why can't you provide information on online banking to check the balance i want to know information check the account balance i am ari kumar
finance,acs-84f7fb11-10b7-4e9a-95f0-f07732af5370-1,8,0.6442,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",LOST MY CREDIT CARD THANK YOU SO MUCH HAVE A NICE DAY
finance,acs-5329cf62-918d-4c9e-bbcc-393a88d15547-1,21,0.5412,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I need to transfer money from one account to another. Transfer $550 from [number] to [number] Sorry kindly transfer $750
finance,acs-fe7ee895-ffbb-47ad-8f48-bff8f941a8f2-1,25,0.564,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","Yes.. I need 3 Nos check books for my account Hi ,Can u pls check my account balance"
finance,acs-001df2c1-5318-4715-8d99-7ece76c95fa2-1,10,0.6069,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",IS IT POSSIBLE TO CHANGE? IS IT POSSIBLE TO CHANGE? PLEASE CHANGE 101 AS 201
finance,acs-9a6ac66c-1455-462f-887c-2ff11262ad67-1,24,0.531,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","I want to transfer money from my account to another account, could you pleas help Thank you so much for your help. have a great day.. yes, please transfer"
finance,acs-54abdea9-4bfd-48cc-a3f4-3f4ec6a2327c-1,3,0.6048,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",I want to know my account balance Thank you very much and right now no quires Noted and thank you for your information
finance,acs-c5543e36-4655-49b3-b823-4f532b5db915-1,2,0.5092,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","So, please change that sir Can you help me sir? Thank you so much"
finance,acs-adf9e948-0706-425c-9c19-8e9ab21c24d1-1,6,0.6573,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",I have a question about a charge for a streaming service on my credit card there seems to be an error That would be all
finance,acs-29af4d6e-b7e4-4f7f-8e9f-dde64552756d-1,16,0.7156,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card lost ok block and file a compliant thank you for your response
finance,acs-1438bbfa-1a52-446f-be2c-cd1d2ca4480a-1,12,0.6033,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT CHECK MY A/C BALANCE AND I NEEDED A CHECK BOOK THANK YOU LINDSAY
finance,acs-f69ab520-0fe5-418f-9037-cc61453e8ed4-1,22,0.3765,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",My credit card missed so please block
finance,acs-9b1377a7-6f64-42b4-af40-640925030ea8-1,8,0.6412,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]","Yes, I want to $[number] have to transferred to the account of [number] I want know my account balance Thank you very much and right now no quires"
finance,acs-c03ffb78-4112-41a6-93c3-8c6da7a0314f-1,24,0.6529,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY BALANCE I WANT TRANSFER MONEY A/C NO-[number]
finance,acs-55d418f2-f0b9-4dd3-90ba-d0b23ba8502e-1,10,0.5581,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD HAVE A NICE DAY
finance,acs-36a7b12c-5e05-4ef8-b991-6ddb74e09e23-1,27,0.6033,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",i want to report a charge on my bill thats not accurate date 06/14/[number] time 11:03 am
finance,acs-820bdd5b-0fd8-40c0-a586-c054a3dd6fac-1,8,0.5844,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD
finance,acs-9bd7c900-186d-40ca-8d69-dc0995e00ca1-1,7,0.634,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card Thank you very much Thank you very much
finance,acs-489cdbf6-08d4-4d68-beac-d18e15fd1d3f-1,11,0.5071,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",NO-45 NILA ROAD WL-65
finance,acs-5d3fc5c7-5e4c-44e8-9b45-c557f5331713-1,7,0.6048,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card Thank you very much Thank you very much
finance,acs-a8947350-4eae-4585-b6fb-8953150e78dd-1,23,0.6617,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i want to transfer some funds to my friends account. can you do that i need check my account balance i also need one more favour
finance,acs-904541e0-818a-4c8f-9933-a6f07ba5e318-1,19,0.7944,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_payment_status_latest_check""]",WHY CAN'T PROVIDE YOUR BANK WEB SITE I WILL GET INFORMATION OVER THERE I WANT TO GET INFORMATION ABOUT MONEY TRANSFER K THANK YOU FOR THE INFORMATION I WILL GET OVER THERE
finance,acs-b4bc8323-ca00-49c3-a5df-06335cfdd86a-1,23,0.631,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD THANK YOU SO MUCH
finance,acs-64ed98b6-e5ee-4853-8713-69044e441f70-1,23,0.65,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","i want to know the banks routing numer, can you help me? i also want to check my account balance"
finance,acs-8a775aac-96ad-48b8-aee9-925f08c61444-1,27,0.6821,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]","Yes, already i given police complaint about credit card stolen My credit card was stolen by some one The last used date was 50/06/[number]"
finance,acs-2edf0f71-6a3b-4341-974f-310ac13b9ac4-1,9,0.5844,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",hi i lost my credit card yesterday alex credit was used on 23 jun [number] last
finance,acs-07784934-a13a-4d1e-9057-c5b2772662ca-1,5,0.5296,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I WANT TRANSFER A MONEY TO ANOTHER ACCOUNT THANK YOU SO MUCH
finance,acs-27cca434-a8c1-4ded-88f1-4a424320db0c-1,19,0.5669,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",transfer800$ money from [number] this account i want check my balance
finance,acs-ca1c54eb-6d70-4a48-bda3-8264ea184055-1,12,0.4815,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","I wanted to inquire if the company's new lower rates are available to me as I saw them in a commercial Thanks, no other quries bye Suresh Raina and [number]"
finance,acs-514f9f94-fce4-4cee-94d6-98bda56d21d4-1,25,0.7244,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY A/C BALANCE I NEEDED A NEW CHECK BOOK THANKS A LOT
finance,acs-4ebb2920-2fee-433d-99ad-1aa3d0a7c338-1,26,0.685,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]",transfer money from one account to another chck my account balance but i visit branch is good siolution
finance,acs-051855e1-0f4b-447b-aea8-9961f7d3b6a1-1,23,0.4794,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want check my account balance hai..i waiting long time
finance,acs-96fa1b1d-a82f-4be2-b4df-2fe98c5fbcc7-1,2,0.5383,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","my credit card was stolen, so i want to block my number oh really thanks a lot sir. and apply for a new one"
finance,acs-b22d9645-125d-4d82-909b-c0cdc2dee124-1,28,0.6171,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","No Mr. Casey, i'd glad to talk with you, thankyou very much for your help. have a great day ahead. I want to transfer money form my account to another account. could you please help me. The amount which you transfered 75$"
finance,acs-007f3a75-f6e8-4e17-a03d-c311fc770aa7-1,5,0.5719,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want transfer money to another account Thank you very much Thank you very much
finance,acs-d6cd3d03-d628-4b17-b1a9-781e9f4f8584-1,6,0.2748,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",hi..i want check balance
finance,acs-c34dfa4f-7cdd-46e9-95f4-210d1f9a2cb3-1,6,0.3231,"[""finance_credit_loan_cautious_no_commitment""]",any issue to clarity in our bank i want to four wheeler loan i will meet and discuss in our bank
finance,acs-d3400520-8ee4-4256-865c-1821a44bb7a5-1,16,0.5617,"[""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",i saw a commercial from you're bank and want to know more about the lower rates 13 Robinson street apt number 5b thats all my friend
finance,acs-6c04ab49-33f8-475e-a663-8fefe913e8c1-1,11,0.5952,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",i am looking for a transfer from one account to another no [number] thats not the account
finance,acs-af66dd9e-f153-4665-92e4-202489b5ab27-1,11,0.6485,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",Someone stolen my credit card Thank you very much Thank you very much
finance,acs-47cc0a91-5d9d-43bb-8f91-e06ca026efb6-1,13,0.6471,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Plz check n tell me my account balance i want to order 25 checks Please tell me
finance,acs-999b0442-aee4-477a-bcca-f71880cba3f6-1,17,0.6398,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I WANT TO CHECK MY BALANCE I NEEDED NEW CHECK BOOK
finance,acs-dce14cfb-2f1c-4327-a84f-ea7ff477e650-1,14,0.6135,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","Hi, Need to close my credit card lost issues Yes.. I had filed police compliant"
finance,acs-2b5bd696-7edf-4ff8-8280-079e19d6a261-1,18,0.561,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I want to check account balance and order 22 checks Do the second work
finance,acs-8ce24e51-47de-4908-99d3-2d1783a8c956-1,5,0.6485,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD OK THANK YOU MR ALEX ARE YOU THERE
finance,acs-c8b54d78-b89e-42c6-9d7e-bef870cdb0df-1,2,0.3779,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Thanks for your information
finance,acs-8a4daac3-ce4d-4ba8-b519-1eca3507037a-1,8,0.596,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill shows an error Thank you very much
finance,acs-9582a74e-3ad0-4d90-9cab-ea45215e66b5-1,9,0.48,"[""finance_confirm_card_account_changes"", ""finance_fraud_lost_card_urgent_escalation""]",befor that i need to know your name please before that i need to no your name how i found my lost credit card
finance,acs-ffdc145e-1972-4e56-91b5-90e6c60bf383-1,5,0.5573,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",I want transfer money to another account Thank you very much Thank you very much
finance,acs-26fa80ed-3f38-455a-aec5-020dd78df609-1,8,0.5406,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD
finance,acs-412793f3-f706-46de-88d6-4cbe3cd0db2d-1,29,0.566,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]",transfer money one account to another but really thank u for solve my problme oh thank u
finance,acs-1b2a6a8b-191c-4572-831e-27784f8b69c2-1,16,0.7637,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",CAN YOU ALSO TELL THE BANK'S ROUTINE NUMBER NOW I NEED TO CHECK MY ACCOUNT'S BALANCE.. CAN YOU HELP ME TO FIND THAT CASEY
finance,acs-88d20947-5cca-478b-b3e7-50d8835929b0-1,14,0.7244,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","i visit nearest branch help for me i have check my account balance please help me , [number]"
finance,acs-ad61aee1-3240-4d8b-be7b-31381706057b-1,17,0.4267,"[""finance_credit_loan_cautious_no_commitment""]",Sir I need Gold loan for your bank. Yes sir. I need your help. One more help sir.
finance,acs-ee4a538f-ab7c-48af-97ec-4a225f40c5c4-1,2,0.6544,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]",I lost my credit card. So kindly block it and provide new one Yes. I did it... Thank u so much....
finance,acs-a952a905-0165-45dc-b7ca-945f29f0ec72-1,2,0.4552,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","hi, my card miss so please close my card Oscar Simon and [number] and [number]"
finance,acs-60933028-39cb-4f25-b61d-965ecd71fe76-1,28,0.5106,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first""]","no sir, if i want anything i call you sir yes i want to know my account balance thank you sir"
finance,acs-a0f3d822-0de0-419e-97cc-fcbdf68e8995-1,3,0.7046,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification""]","ok sir.oh no no please wait a second .there is a change in the amount.i remember it now .please transfer $600. would you please help me to transfer money from one of my accounts to other? sure sir,it is [number] and [number] accordingly.please transfer from first one to second."
finance,acs-db064ff7-f669-4726-8c8e-72c6995fdb44-1,14,0.4733,"[""finance_credit_loan_cautious_no_commitment""]",can i konw the interest rate in your bank can i visit the bank regarding the loan i need a educational loan
finance,acs-7c17a937-aa4a-4435-9d90-3d377f9c93b2-1,2,0.3537,"[""finance_credit_loan_cautious_no_commitment""]","Hello sir. I need educational loan sir. Your answer is very helpful sir. Sir, I need your help."
finance,acs-08b9a6a4-e344-46ac-9894-939488ac5a76-1,8,0.4406,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",hi my credit card lost
finance,acs-bcc60851-fa4e-42ac-a692-7627c6bc7786-1,9,0.6019,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card Thank you very much
finance,acs-b8fc70da-669c-4b04-9a62-b52886585520-1,27,0.5275,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i want to get information about check account balance i am prakash
finance,acs-a1eaf2f2-29fd-4ceb-88c8-4f0932890e2c-1,13,0.5654,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",NO-96 PLOAND RAOD T-52
finance,acs-b6d441d9-6fea-4f12-a649-34ee9b4e7798-1,13,0.8104,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",hey.. my credit card has been lost a few hours ago. I want you to block it as soon as possible before its been misused that is where i lost it I will do that once you block my card
finance,acs-a0f39d25-412b-4a6c-aee6-7265cd0964e6-1,10,0.6631,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]","Thank you very much for your timely help Yes, i already given police report at police station The used last date was 21/06/[number]"
